"X","Running_no","Cruise_no","Filter_no","Filter_name","Vac_valve","Operator","Comments","Date","Cruise","Station_name","CTD_station","Depth","Niskin","Bottle","Sample_type","Filter","Chip_number","x","Plate","sample_type","well","Season","Location","Month","Year","Date_2"
621,111,2021607,"77","X2021607_77",15,"GGU","","23.03.2021",2021607,"BA_C",461,11,"9","11","Surface",77,NA,621,"Plate_D","e_sample","A5","Spring","BA","03","2021","2021_03"
622,113,2021607,"102","X2021607_102",17,"GGU","","23.03.2021",2021607,"BA_H",465,113,"2","2-B","Bottom",102,NA,622,"Plate_D","e_sample","A7","Spring","BA","03","2021","2021_03"
623,115,2021607,"26","X2021607_26",19,"GGU","","22.03.2021",2021607,"BA_F",457,50,"5","5","Pycnocline",26,NA,623,"Plate_D","e_sample","A9","Spring","BA","03","2021","2021_03"
624,116,2021607,"69","X2021607_69",20,"GGU","","22.03.2021",2021607,"BA_C",461,119,"2","2","Bottom",69,NA,624,"Plate_D","e_sample","A10","Spring","BA","03","2021","2021_03"
625,117,2021607,"6","X2021607_6",21,"GGU","","22.03.2021",2021607,"BA_J",454,84,"3","3","Bottom",6,NA,625,"Plate_D","e_sample","A11","Spring","BA","03","2021","2021_03"
626,118,2021607,"315","X2021607_315",22,"GGU","","27.03.2021",2021607,"OL_B",542,50,"7","7-B","Pycnocline",315,NA,626,"Plate_D","e_sample","A12","Spring","OL","03","2021","2021_03"
627,119,2021607,"93","X2021607_93",23,"GGU","","23.03.2021",2021607,"BA_G",464,11,"9","9","Surface",93,NA,627,"Plate_D","e_sample","B1","Spring","BA","03","2021","2021_03"
628,123,2021607,"301","X2021607_301",3,"THA","","27.03.2021",2021607,"OL_A",541,50,"6","6","Pycnocline",301,NA,628,"Plate_D","e_sample","B3","Spring","OL","03","2021","2021_03"
629,126,2021607,"52","X2021607_52",6,"THA","","22.03.2021",2021607,"BA_A",459,10,"10","10","Surface",52,NA,629,"Plate_D","e_sample","B6","Spring","BA","03","2021","2021_03"
630,127,2021607,"14","X2021607_14",7,"THA","","22.03.2021",2021607,"BA_K",455,83,"2","2-B","Bottom",14,NA,630,"Plate_D","e_sample","B7","Spring","BA","03","2021","2021_03"
631,129,2021607,"82","X2021607_82",9,"THA","","23.03.2021",2021607,"BA_D",463,11,"9","9-B","Surface",82,NA,631,"Plate_D","e_sample","B9","Spring","BA","03","2021","2021_03"
632,130,2021607,"263","X2021607_263",10,"THA","","27.03.2021",2021607,"FR_C",535,NA,"","H2O","BLW",263,NA,632,"Plate_D","BLW","B10","Spring","FR","03","2021","2021_03"
633,132,2021607,"73","X2021607_73",12,"THA","","23.03.2021",2021607,"BA_C",461,52,"6","6","Pycnocline",73,NA,633,"Plate_D","e_sample","B12","Spring","BA","03","2021","2021_03"
634,133,2021607,"11","X2021607_11",13,"GGU","","22.03.2021",2021607,"BA_J",454,11,"11","11","Surface",11,NA,634,"Plate_D","e_sample","C2","Spring","BA","03","2021","2021_03"
635,134,2021607,"49","X2021607_49",14,"GGU","","22.03.2021",2021607,"BA_A",459,10,"9","9","Surface",49,NA,635,"Plate_D","e_sample","C3","Spring","BA","03","2021","2021_03"
636,135,2021607,"55","X2021607_55",15,"GGU","","22.03.2021",2021607,"BA_A",459,10,"11","11","Surface",55,NA,636,"Plate_D","e_sample","C4","Spring","BA","03","2021","2021_03"
637,137,2021607,"302","X2021607_302",17,"GGU","","27.03.2021",2021607,"OL_A",541,10,"10","10","Surface",302,NA,637,"Plate_D","e_sample","C8","Spring","OL","03","2021","2021_03"
638,138,2021607,"76","X2021607_76",18,"GGU","","23.03.2021",2021607,"BA_C",461,52,"7","7","Pycnocline",76,NA,638,"Plate_D","e_sample","C9","Spring","BA","03","2021","2021_03"
639,140,2021607,"59","X2021607_59",20,"GGU","","22.03.2021",2021607,"BA_B",460,50,"5","5-B","Pycnocline",59,NA,639,"Plate_D","e_sample","C11","Spring","BA","03","2021","2021_03"
640,141,2021607,"307","X2021607_307",21,"GGU","","27.03.2021",2021607,"OL_B",542,NA,"","H2O","BLW",307,NA,640,"Plate_D","BLW","C12","Spring","OL","03","2021","2021_03"
641,142,2021607,"296","X2021607_296",22,"GGU","","27.03.2021",2021607,"OL_A",541,NA,"","H2O","BLW",296,NA,641,"Plate_D","BLW","D2","Spring","OL","03","2021","2021_03"
642,143,2021607,"300","X2021607_300",23,"GGU","","27.03.2021",2021607,"OL_A",541,77,"3","3","Bottom",300,NA,642,"Plate_D","e_sample","D3","Spring","OL","03","2021","2021_03"
644,148,2021607,"37","X2021607_37",4,"THA","","22.03.2021",2021607,"BA_E",458,50,"5","5-B","Pycnocline",37,NA,644,"Plate_D","e_sample","D6","Spring","BA","03","2021","2021_03"
645,150,2021607,"46","X2021607_46",6,"THA","","22.03.2021",2021607,"BA_A",459,NA,"","H2O","BLW",46,NA,645,"Plate_D","BLW","D8","Spring","BA","03","2021","2021_03"
646,151,2021607,"255","X2021607_255",7,"THA","","27.03.2021",2021607,"FR_D",534,NA,"","H2O","BLW",255,NA,646,"Plate_D","BLW","D9","Spring","FR","03","2021","2021_03"
647,152,2021607,"273","X2021607_273",8,"THA","","27.03.2021",2021607,"FR_B",536,NA,"","Luft","BLA",273,NA,647,"Plate_NF","BLA","E7","Spring","FR","03","2021","2021_03"
648,153,2021607,"42","X2021607_42",9,"THA","","22.03.2021",2021607,"BA_E",458,177,"4","4-B","Bottom",42,NA,648,"Plate_D","e_sample","D10","Spring","BA","03","2021","2021_03"
649,154,2021607,"43","X2021607_43",10,"THA","","22.03.2021",2021607,"BA_E",458,50,"7","7-B","Pycnocline",43,NA,649,"Plate_D","e_sample","D11","Spring","BA","03","2021","2021_03"
650,156,2021607,"44","X2021607_44",12,"THA","","22.03.2021",2021607,"BA_E",458,10,"11","11-B","Surface",44,NA,650,"Plate_D","e_sample","E1","Spring","BA","03","2021","2021_03"
651,157,2021607,"92","X2021607_92",13,"GGU","Less pellets than usual in 2.2 ml collection tube after centrifuging","23.03.2021",2021607,"BA_G",464,52,"5","5","Pycnocline",92,NA,651,"Plate_D","e_sample","E2","Spring","BA","03","2021","2021_03"
652,158,2021607,"305","X2021607_305",14,"GGU","Less pellets than usual in 2.2 ml collection tube after centrifuging","27.03.2021",2021607,"OL_A",541,10,"11","11","Surface",305,NA,652,"Plate_D","e_sample","E3","Spring","OL","03","2021","2021_03"
653,160,2021607,"86","X2021607_86",16,"GGU","Less pellets than usual in 2.2 ml collection tube after centrifuging","23.03.2021",2021607,"BA_D",463,150,"4","4-B","Bottom",86,NA,653,"Plate_D","e_sample","E5","Spring","BA","03","2021","2021_03"
654,161,2021607,"103","X2021607_103",17,"GGU","Less pellets than usual in 2.2 ml collection tube after centrifuging","23.03.2021",2021607,"BA_H",465,50,"5","5-B","Pycnocline",103,NA,654,"Plate_D","e_sample","E6","Spring","BA","03","2021","2021_03"
655,162,2021607,"70","X2021607_70",18,"GGU","Less pellets than usual in 2.2 ml collection tube after centrifuging","22.03.2021",2021607,"BA_C",461,52,"5","5","Pycnocline",70,NA,655,"Plate_D","e_sample","E7","Spring","BA","03","2021","2021_03"
656,166,2021607,"105","X2021607_105",22,"GGU","Less pellets than usual in 2.2 ml collection tube after centrifuging","23.03.2021",2021607,"BA_H",465,113,"3","3-B","Bottom",105,NA,656,"Plate_D","e_sample","E11","Spring","BA","03","2021","2021_03"
657,167,2021607,"72","X2021607_72",23,"GGU","Less pellets than usual in 2.2 ml collection tube after centrifuging","23.03.2021",2021607,"BA_C",461,119,"3","3","Bottom",72,NA,657,"Plate_D","e_sample","E12","Spring","BA","03","2021","2021_03"
658,168,2021607,"2EB260521","X2021607_2EB260521",24,"GGU","Less pellets than usual in 2.2 ml collection tube after centrifuging","",NA,"",NA,NA,"","","",NA,NA,658,"Plate_D","EB","",NA,NA,"","","_"
659,169,2021607,"303","X2021607_303",1,"GGU","A lot of small bubbles after the last vortex (like a foam)","27.03.2021",2021607,"OL_A",541,77,"4","4","Bottom",303,NA,659,"Plate_D","e_sample","F2","Spring","OL","03","2021","2021_03"
660,170,2021607,"83","X2021607_83",2,"GGU","A lot of small bubbles after the last vortex (like a foam)","23.03.2021",2021607,"BA_D",463,150,"3","3-B","Bottom",83,NA,660,"Plate_D","e_sample","F3","Spring","BA","03","2021","2021_03"
661,171,2021607,"318","X2021607_318",3,"GGU","A lot of small bubbles after the last vortex (like a foam)","27.03.2021",2021607,"OL_C",543,NA,"","H2O","BLW",318,NA,661,"Plate_D","BLW","F4","Spring","OL","03","2021","2021_03"
662,173,2021607,"312","X2021607_312",5,"GGU","A lot of small bubbles after the last vortex (like a foam)","27.03.2021",2021607,"OL_B",542,50,"6","6-B","Pycnocline",312,NA,662,"Plate_D","e_sample","F6","Spring","OL","03","2021","2021_03"
663,174,2021607,"298","X2021607_298",6,"GGU","A lot of small bubbles after the last vortex (like a foam)","27.03.2021",2021607,"OL_A",541,50,"5","5","Pycnocline",298,NA,663,"Plate_D","e_sample","F7","Spring","OL","03","2021","2021_03"
664,175,2021607,"311","X2021607_311",7,"GGU","A lot of small bubbles after the last vortex (like a foam)","27.03.2021",2021607,"OL_B",542,82,"3","3-B","Bottom",311,NA,664,"Plate_D","e_sample","F8","Spring","OL","03","2021","2021_03"
665,176,2021607,"297","X2021607_297",8,"GGU","A lot of small bubbles after the last vortex (like a foam)","27.03.2021",2021607,"OL_A",541,77,"2","2","Bottom",297,NA,665,"Plate_D","e_sample","F9","Spring","OL","03","2021","2021_03"
666,177,2021607,"22","X2021607_22",9,"GGU","A lot of small bubbles after the last vortex (like a foam)","22.03.2021",2021607,"BA_K",455,11,"11","11-B","Surface",22,NA,666,"Plate_D","e_sample","F10","Spring","BA","03","2021","2021_03"
667,178,2021607,"314","X2021607_314",10,"GGU","A lot of small bubbles after the last vortex (like a foam)","27.03.2021",2021607,"OL_B",542,82,"4","4-B","Bottom",314,NA,667,"Plate_D","e_sample","F11","Spring","OL","03","2021","2021_03"
668,179,2021607,"1LB270521","X2021607_1LB270521",11,"GGU","A lot of small bubbles after the last vortex (like a foam)","",NA,"",NA,NA,"","","",NA,NA,668,"Plate_NF","LB","F7",NA,NA,"","","_"
670,182,2021607,"110","X2021607_110",14,"THA","","23.03.2021",2021607,"BA_H",465,10,"11","11-B","Surface",110,NA,670,"Plate_D","e_sample","G1","Spring","BA","03","2021","2021_03"
671,184,2021607,"107","X2021607_107",16,"THA","","23.03.2021",2021607,"BA_H",465,10,"10","10-B","Surface",107,NA,671,"Plate_D","e_sample","G3","Spring","BA","03","2021","2021_03"
672,187,2021607,"109","X2021607_109",19,"THA","","23.03.2021",2021607,"BA_H",465,50,"7","7-B","Pycnocline",109,NA,672,"Plate_D","e_sample","G6","Spring","BA","03","2021","2021_03"
673,188,2021607,"75","X2021607_75",20,"THA","","23.03.2021",2021607,"BA_C",461,119,"4","4","Bottom",75,NA,673,"Plate_D","e_sample","G7","Spring","BA","03","2021","2021_03"
674,189,2021607,"106","X2021607_106",21,"THA","","23.03.2021",2021607,"BA_H",465,50,"6","6-B","Pycnocline",106,NA,674,"Plate_D","e_sample","G8","Spring","BA","03","2021","2021_03"
675,190,2021607,"284","X2021607_284-1",22,"THA","1/2 lysate","27.03.2021",2021607,"FR_A",535,NA,"","Luft","BLA",284,NA,675,"Plate_D","BLA","G7 | G9","Spring","FR","03","2021","2021_03"
676,193,2021607,"48","X2021607_48",1,"GGU","","22.03.2021",2021607,"BA_A",459,50,"5","5","Pycnocline",48,NA,676,"Plate_D","e_sample","G12","Spring","BA","03","2021","2021_03"
677,194,2021607,"108","X2021607_108",2,"GGU","","23.03.2021",2021607,"BA_H",465,113,"4","4-B","Bottom",108,NA,677,"Plate_D","e_sample","H1","Spring","BA","03","2021","2021_03"
678,195,2021607,"71","X2021607_71",3,"GGU","","22.03.2021",2021607,"BA_C",461,11,"10","9","Surface",71,NA,678,"Plate_D","e_sample","H2","Spring","BA","03","2021","2021_03"
679,196,2021607,"104","X2021607_104",4,"GGU","","23.03.2021",2021607,"BA_H",465,10,"9","9-B","Surface",104,NA,679,"Plate_D","e_sample","H3","Spring","BA","03","2021","2021_03"
680,197,2021607,"299","X2021607_299",5,"GGU","","27.03.2021",2021607,"OL_A",541,10,"9","9","Surface",299,NA,680,"Plate_D","e_sample","H4","Spring","OL","03","2021","2021_03"
681,198,2021607,"45","X2021607_45",6,"GGU","","22.03.2021",2021607,"BA_A",459,NA,"","Luft","BLA",45,NA,681,"Plate_D","BLA","H5","Spring","BA","03","2021","2021_03"
682,200,2021607,"74","X2021607_74",8,"GGU","","23.03.2021",2021607,"BA_C",461,11,"11","10","Surface",74,NA,682,"Plate_D","e_sample","H7","Spring","BA","03","2021","2021_03"
683,201,2021607,"40","X2021607_40",9,"GGU","","22.03.2021",2021607,"BA_E",458,50,"6","6-B","Pycnocline",40,NA,683,"Plate_D","e_sample","H8","Spring","BA","03","2021","2021_03"
684,203,2021607,"309","X2021607_309",11,"GGU","","27.03.2021",2021607,"OL_B",542,50,"5","5-B","Pycnocline",309,NA,684,"Plate_D","e_sample","H10","Spring","OL","03","2021","2021_03"
692,213,2021607,"197","X2021607_197",5,"GGU","","24.03.2021",2021607,"BE_B",493,50,"7","7-B","Pycnocline",197,NA,692,"Plate_NF","e_sample","H7","Spring","BE","03","2021","2021_03"
693,214,2021607,"152","X2021607_152",6,"GGU","","24.03.2021",2021607,"BE_H",487,60,"4","4-B","Bottom",152,NA,693,"Plate_NF","e_sample","A8","Spring","BE","03","2021","2021_03"
694,215,2021607,"190","X2021607_190",7,"GGU","","24.03.2021",2021607,"BE_B",493,146,"2","2-B","Bottom",190,NA,694,"Plate_NF","e_sample","B8","Spring","BE","03","2021","2021_03"
695,216,2021607,"153","X2021607_153",8,"GGU","","24.03.2021",2021607,"BE_H",487,50,"7","7-B","Pycnocline",153,NA,695,"Plate_NF","e_sample","C8","Spring","BE","03","2021","2021_03"
697,218,2021607,"148","X2021607_148",10,"GGU","","24.03.2021",2021607,"BE_H",487,12,"9","9-B","Surface",148,NA,697,"Plate_NF","e_sample","D8","Spring","BE","03","2021","2021_03"
700,221,2021607,"146","X2021607_146",13,"GGU","","24.03.2021",2021607,"BE_H",487,60,"2","2-B","Bottom",146,NA,700,"Plate_NF","e_sample","E8","Spring","BE","03","2021","2021_03"
704,225,2021607,"198","X2021607_198",17,"GGU","","24.03.2021",2021607,"BE_B",493,12,"11","11-B","Surface",198,NA,704,"Plate_NF","e_sample","F8","Spring","BE","03","2021","2021_03"
707,228,2021607,"195","X2021607_195",20,"GGU","","24.03.2021",2021607,"BE_B",493,12,"10","10-B","Surface",195,NA,707,"Plate_NF","e_sample","G8","Spring","BE","03","2021","2021_03"
710,231,2021607,"EB040821","X2021607_EB040821",23,"GGU","","",NA,"",NA,NA,"","","",NA,NA,710,"Plate_NF","EB","H8",NA,NA,"","","_"
713,234,2021607,"161","X2021607_161",2,"GGU","","24.03.2021",2021607,"BE_G",488,51,"6","6","Pycnocline",161,NA,713,"Plate_NF","e_sample","A9","Spring","BE","03","2021","2021_03"
715,236,2021607,"149","X2021607_149",4,"GGU","","24.03.2021",2021607,"BE_H",487,60,"3","3-B","Bottom",149,NA,715,"Plate_NF","e_sample","B9","Spring","BE","03","2021","2021_03"
717,238,2021607,"163","X2021607_163",6,"GGU","","24.03.2021",2021607,"BE_G",488,62,"4","4","Bottom",163,NA,717,"Plate_NF","e_sample","C9","Spring","BE","03","2021","2021_03"
718,239,2021607,"150","X2021607_150",7,"GGU","","24.03.2021",2021607,"BE_H",487,50,"6","6-B","Pycnocline",150,NA,718,"Plate_NF","e_sample","D9","Spring","BE","03","2021","2021_03"
721,242,2021607,"194","X2021607_194",10,"GGU","","24.03.2021",2021607,"BE_B",493,50,"6","6-B","Pycnocline",194,NA,721,"Plate_NF","e_sample","E9","Spring","BE","03","2021","2021_03"
722,243,2021607,"193","X2021607_193",11,"GGU","","24.03.2021",2021607,"BE_B",493,146,"3","3-B","Bottom",193,NA,722,"Plate_NF","e_sample","F9","Spring","BE","03","2021","2021_03"
725,246,2021607,"192","X2021607_192",14,"GGU","","24.03.2021",2021607,"BE_B",493,12,"9","9-B","Surface",192,NA,725,"Plate_NF","e_sample","G9","Spring","BE","03","2021","2021_03"
728,249,2021607,"228","X2021607_228",17,"GGU","","25.03.2021",2021607,"BE_E",498,11,"10","10","Surface",228,NA,728,"Plate_NF","e_sample","H9","Spring","BE","03","2021","2021_03"
729,250,2021607,"162","X2021607_162",18,"GGU","","24.03.2021",2021607,"BE_G",488,11,"10","10","Surface",162,NA,729,"Plate_NF","e_sample","A10","Spring","BE","03","2021","2021_03"
733,254,2021607,"223","X2021607_223",22,"GGU","Solution PW was not shaken before","25.03.2021",2021607,"BE_E",498,114,"2","2","Bottom",223,NA,733,"Plate_NF","e_sample","B10","Spring","BE","03","2021","2021_03"
736,257,2021607,"191","X2021607_191",1,"GGU","","24.03.2021",2021607,"BE_B",493,50,"5","5-B","Pycnocline",191,NA,736,"Plate_NF","e_sample","C10","Spring","BE","03","2021","2021_03"
741,262,2021607,"225","X2021607_225",6,"GGU","","25.03.2021",2021607,"BE_E",498,11,"9","9","Surface",225,NA,741,"Plate_NF","e_sample","D10","Spring","BE","03","2021","2021_03"
743,264,2021607,"154","X2021607_154",8,"GGU","","24.03.2021",2021607,"BE_H",487,12,"11","11-B","Surface",154,NA,743,"Plate_NF","e_sample","E10","Spring","BE","03","2021","2021_03"
744,265,2021607,"159","X2021607_159",9,"GGU","","24.03.2021",2021607,"BE_G",488,11,"9","9","Surface",159,NA,744,"Plate_NF","e_sample","F10","Spring","BE","03","2021","2021_03"
745,266,2021607,"229","X2021607_229",10,"GGU","","25.03.2021",2021607,"BE_E",498,114,"4","4","Bottom",229,NA,745,"Plate_NF","e_sample","G10","Spring","BE","03","2021","2021_03"
746,267,2021607,"EB100821","X2021607_EB100821",11,"GGU","","",NA,"",NA,NA,"","","",NA,NA,746,"Plate_NF","EB","H10",NA,NA,"","","_"
748,269,2021607,"230","X2021607_230",13,"GGU","","25.03.2021",2021607,"BE_E",498,52,"7","7","Pycnocline",230,NA,748,"Plate_NF","e_sample","A11","Spring","BE","03","2021","2021_03"
750,271,2021607,"164","X2021607_164",15,"GGU","","24.03.2021",2021607,"BE_G",488,51,"7","7","Pycnocline",164,NA,750,"Plate_NF","e_sample","B11","Spring","BE","03","2021","2021_03"
751,272,2021607,"231","X2021607_231",16,"GGU","","25.03.2021",2021607,"BE_E",498,11,"11","11","Surface",231,NA,751,"Plate_NF","e_sample","C11","Spring","BE","03","2021","2021_03"
752,273,2021607,"160","X2021607_160",17,"GGU","","24.03.2021",2021607,"BE_G",488,62,"3","3","Bottom",160,NA,752,"Plate_NF","e_sample","D11","Spring","BE","03","2021","2021_03"
755,276,2021607,"165","X2021607_165",20,"GGU","","24.03.2021",2021607,"BE_G",488,11,"11","11","Surface",165,NA,755,"Plate_NF","e_sample","E11","Spring","BE","03","2021","2021_03"
763,284,2021607,"157","X2021607_157",4,"GGU","","24.03.2021",2021607,"BE_G",488,62,"2","2","Bottom",157,NA,763,"Plate_NF","e_sample","F11","Spring","BE","03","2021","2021_03"
764,285,2021607,"158","X2021607_158",5,"GGU","","24.03.2021",2021607,"BE_G",488,51,"5","5","Pycnocline",158,NA,764,"Plate_NF","e_sample","G11","Spring","BE","03","2021","2021_03"
766,287,2021607,"151","X2021607_151",7,"GGU","","24.03.2021",2021607,"BE_H",487,12,"10","10-B","Surface",151,NA,766,"Plate_NF","e_sample","H11","Spring","BE","03","2021","2021_03"
769,290,2021607,"226","X2021607_226",10,"GGU","","25.03.2021",2021607,"BE_E",498,114,"3","3","Bottom",226,NA,769,"Plate_NF","e_sample","A12","Spring","BE","03","2021","2021_03"
770,291,2021607,"EB230821","X2021607_EB230821",11,"GGU","","",NA,"",NA,NA,"","","",NA,NA,770,"Plate_NF","EB","B12",NA,NA,"","","_"
771,292,2021607,"LB230821","X2021607_LB230821",12,"GGU","","",NA,"",NA,NA,"","","",NA,NA,771,"Plate_NF","LB","C12",NA,NA,"","","_"
773,294,2021607,"184","X2021607_184",2,"GGU","","24.03.2021",2021607,"BE_A",492,10,"10","10","Surface",184,NA,773,"Plate_NF","e_sample","D12","Spring","BE","03","2021","2021_03"
774,295,2021607,"220","X2021607_220",3,"GGU","","25.03.2021",2021607,"BE_D",497,11,"11","11-B","Surface",220,NA,774,"Plate_NF","e_sample","E12","Spring","BE","03","2021","2021_03"
775,296,2021607,"183","X2021607_183",4,"GGU","","24.03.2021",2021607,"BE_A",492,50,"6","6","Pycnocline",183,NA,775,"Plate_NF","e_sample","F12","Spring","BE","03","2021","2021_03"
776,297,2021607,"176","X2021607_176",5,"GGU","","24.03.2021",2021607,"BE_F",490,10,"11","11-B","Surface",176,NA,776,"Plate_NF","e_sample","G12","Spring","BE","03","2021","2021_03"
777,298,2021607,"185","X2021607_185",6,"GGU","","24.03.2021",2021607,"BE_A",492,148,"4","4","Bottom",185,NA,777,"Plate_NF","e_sample","H12","Spring","BE","03","2021","2021_03"
778,299,2021607,"206","X2021607_206",7,"GGU","","25.03.2021",2021607,"BE_C",495,11,"10","10","Surface",206,NA,778,"Plate_NG","e_sample","F1","Spring","BE","03","2021","2021_03"
779,300,2021607,"204","X2021607_204",8,"GGU","","25.03.2021",2021607,"BE_C",495,175,"3","3","Bottom",204,NA,779,"Plate_NG","e_sample","G1","Spring","BE","03","2021","2021_03"
780,301,2021607,"175","X2021607_175",9,"GGU","","24.03.2021",2021607,"BE_F",490,50,"7","7-B","Pycnocline",175,NA,780,"Plate_NG","e_sample","H1","Spring","BE","03","2021","2021_03"
784,305,2021607,"224","X2021607_224",1,"GGU","","25.03.2021",2021607,"BE_E",498,52,"5","5","Pycnocline",224,NA,784,"Plate_NG","e_sample","A2","Spring","BE","03","2021","2021_03"
785,306,2021607,"180","X2021607_180",2,"GGU","","24.03.2021",2021607,"BE_A",492,50,"5","5","Pycnocline",180,NA,785,"Plate_NG","e_sample","B2","Spring","BE","03","2021","2021_03"
786,307,2021607,"182","X2021607_182",3,"GGU","","24.03.2021",2021607,"BE_A",492,148,"3","3","Bottom",182,NA,786,"Plate_NG","e_sample","D2","Spring","BE","03","2021","2021_03"
787,308,2021607,"209","X2021607_209",4,"GGU","","25.03.2021",2021607,"BE_C",495,11,"11","11","Surface",209,NA,787,"Plate_NG","e_sample","E2","Spring","BE","03","2021","2021_03"
788,309,2021607,"217","X2021607_217",5,"GGU","","25.03.2021",2021607,"BE_D",497,11,"10","10-B","Surface",217,NA,788,"Plate_NG","e_sample","F2","Spring","BE","03","2021","2021_03"
789,310,2021607,"181","X2021607_181",6,"GGU","","24.03.2021",2021607,"BE_A",492,10,"9","9","Surface",181,NA,789,"Plate_NG","e_sample","G2","Spring","BE","03","2021","2021_03"
790,311,2021607,"186","X2021607_186",7,"GGU","","24.03.2021",2021607,"BE_A",492,50,"7","7","Pycnocline",186,NA,790,"Plate_NG","e_sample","H2","Spring","BE","03","2021","2021_03"
